firm,quarter_end,repo_health_index_z,growth_yoy,op_margin_ltm,log_rev,announced_next,acquired
gitlab,2026-01-31,0.8353344120510217,0.2581169023600953,-0.0737847876519015,20.67745642591511,0,0
gitlab,2026-04-30,0.7695347476198995,0.2489550331791725,-0.0513696755709428,20.72812700231312,0,0
hashicorp,2022-10-31,-0.3283372006185431,,-1.0573491150280332,19.89458297079377,0,1
hashicorp,2023-01-31,-0.3966094959810641,,-0.6246981964281587,19.980695191724603,0,1
hashicorp,2023-04-30,-0.4283558990467144,,-0.5588089088162191,20.055737669004085,0,1
hashicorp,2023-07-31,-0.3325118319536976,,-0.5358674528632379,20.111436857964,0,1
hashicorp,2023-10-31,-0.5043342534789559,0.2897641906995492,-0.4774408586111496,20.14904237455045,0,1
hashicorp,2024-01-31,-0.708752902574143,0.2253634776176798,-0.4360519054698981,20.18393270813228,1,1
hortonworks,2015-09-30,-0.1726715452311941,,-2.213524387661467,18.412336023416803,0,1
hortonworks,2015-12-31,-0.1572992603601174,,-1.4727497867873778,18.619072480923816,0,1
hortonworks,2016-03-31,-0.0089723052762052,,-1.4548048934973987,18.76081056914813,0,1
hortonworks,2016-06-30,-0.0122180723517818,,-1.4764213338546248,18.848983085963287,0,1
hortonworks,2016-09-30,0.0163552919087945,0.6934425072351238,-1.4679254720520194,18.93909946703745,0,1
hortonworks,2016-12-31,0.0240919179823279,0.512669750049203,-1.3616753676929,19.032948616986687,0,1
hortonworks,2017-03-31,-0.0330377112060154,0.4168795769786426,-1.2068813099603195,19.10926754175598,0,1
hortonworks,2017-06-30,-0.0826849566971381,0.4158602938780829,-1.0605840255885128,19.19672041385187,0,1
hortonworks,2017-09-30,-0.1020391944627548,0.4217414863907298,-0.8805384418858868,19.290981986104534,0,1
hortonworks,2017-12-31,-0.1249407676496498,0.4193244100378941,-0.759516443222184,19.383129607807604,0,1
hortonworks,2018-03-31,-0.1069314918786866,0.4310111005073083,-0.6503088803088803,19.467648799468137,0,1
hortonworks,2018-06-30,-0.1343837396984669,0.4239869296085785,-0.5585548025118693,19.55018104815387,0,1
hortonworks,2018-09-30,-0.0615143333922736,0.3720048751272182,-0.4895751929276155,19.607255068701637,1,1
mongodb,2018-07-31,-0.0471117706392349,,-0.5349635205112904,19.152028887127475,0,0
mongodb,2018-10-31,0.1294224320907235,,-0.4879117278920708,19.288125710111352,0,0
mongodb,2019-01-31,-0.1537546803985237,,-0.3661391077688228,19.40281913966272,0,0
mongodb,2019-04-30,-0.0786644838500657,,-0.3234257913898095,19.539961298215587,0,0
mongodb,2019-07-31,-0.0216957785879431,0.6652645966080812,-0.3067955216720324,19.662012914815666,0,0
mongodb,2019-10-31,-0.0515034384068691,0.6115498021690007,-0.3018601390217394,19.76532203613864,0,0
mongodb,2020-01-31,0.1471297750622758,0.5793810108757527,-0.3506260077776724,19.859852144673024,0,0
mongodb,2020-04-30,0.1674338429306111,0.5106558046136516,-0.3443752553165276,19.95250516244929,0,0
mongodb,2020-07-31,0.1572277631159175,0.4495436706336591,-0.3417980198335639,20.03326171180877,0,0
mongodb,2020-10-31,0.145972665018057,0.4149879717786391,-0.351469136348231,20.11244306668792,0,0
mongodb,2021-01-31,0.1319752091664816,0.3999336052357014,-0.3545242047494834,20.196276955338,0,0
mongodb,2021-04-30,0.1051024376080092,0.3869744802349883,-0.3564132093084141,20.279629904358924,0,0
mongodb,2021-07-31,-0.0051897129657164,0.3999230422629563,-0.3581223786431964,20.36967897710691,0,0
mongodb,2021-10-31,0.0248049768306533,0.4335628398390876,-0.3470930389432176,20.472605908719324,0,0
mongodb,2022-01-31,-1.0533381103591692,0.4800331989566042,-0.3311626927540279,20.58834147458987,0,0
mongodb,2022-04-30,-1.0112409777995242,0.5234260922956091,-0.310826417452876,20.70059171084085,0,0
mongodb,2022-07-31,-0.9370770639303893,0.5416518909373154,-0.3197893013725711,20.802533475100383,0,0
mongodb,2022-10-31,-0.8241450060957674,0.5279993113080392,-0.2962651212305188,20.89656514874892,0,0
mongodb,2023-01-31,0.301839843567796,0.4695198573557249,-0.2699721192486215,20.973277194376923,0,0
mongodb,2023-04-30,0.4101453750297909,0.3982196871665877,-0.2482030152033144,21.035791486202648,0,0
mongodb,2023-07-31,0.3948065390473377,0.3736833645267319,-0.1838744213196467,21.12002919440064,0,0
mongodb,2023-10-31,0.4827543259374883,0.3339149460739878,-0.1485922458317074,21.184683335644458,0,0
mongodb,2024-01-31,0.5664371435801487,0.310715398274197,-0.1388772860070433,21.243850288081436,0,0
mongodb,2024-04-30,0.47961904259643,0.2914820908745728,-0.1491940143613634,21.29158195274162,0,0
mongodb,2024-07-31,0.4977695360969359,0.2236752557491439,-0.1570710207132297,21.32188802935837,0,0
mongodb,2024-10-31,0.4300944001338484,0.207855787069578,-0.1401155608395827,21.373530046465618,0,0
mongodb,2025-01-31,0.3472452879674938,0.1921746203679002,-0.1076850924745931,21.419629339592685,0,0
mongodb,2025-04-30,0.4311512898539162,0.1923783713969133,-0.0814444039040408,21.46753189668446,0,0
mongodb,2025-07-31,0.4761707794011144,0.2190463890613923,-0.0745139390737218,21.519956934146872,0,0
mongodb,2025-10-31,0.577483744708035,0.2093247190700438,-0.0672532273858573,21.563592166874567,0,0
mongodb,2026-01-31,0.609732942062623,0.2279426826478499,-0.0555922423803584,21.624969492860107,0,0
mongodb,2026-04-30,0.6075805648280694,0.2363551453373469,-0.041583938512119,21.679699548862654,0,0
